id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
18263,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.1,0.3,-1.0,6,1,-1,8,1,11,1,1,0,1,24,2,0.5291502621999999,1.1475990027,0.5394441584,3.3166247904,0.8,0.2,0.8,2,1,8,5,9,4,7,5,0,4,7,0,1,0,1,1,1
18267,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.4,0.0,0.8306623863,11,1,-1,0,-1,1,1,1,2,1,64,1,0.316227766,0.6674346472,0.3619392214,3.4641016151,0.5,0.8,0.0,3,1,8,4,7,1,9,5,0,0,5,0,1,1,0,1,0
18268,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.4,0.705336799,11,0,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.7802706671999999,0.3807886553,2.8284271247,0.5,0.8,0.8,2,2,7,2,10,3,5,7,1,2,11,0,0,1,0,1,0
18269,0,4,1,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.4,0.4949747468,10,0,-1,0,0,11,1,1,0,1,44,3,0.4472135955,0.7396391794,0.4062019202,3.0,0.6,0.4,0.1,3,3,7,3,8,3,6,5,2,1,4,0,1,1,1,1,0
18270,0,1,2,8,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.8,0.6,1.2354149101,11,0,-1,0,-1,10,1,0,0,1,28,3,0.3741657387,1.0867534485,0.3820994635,3.7416573868,0.7,0.3,0.8,3,4,6,1,8,1,8,3,2,4,9,0,1,1,1,0,0
18273,0,0,2,0,1,-1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.2,0.6417748825999999,7,1,1,0,1,0,-1,0,2,1,22,3,0.316227766,0.8447822351000001,0.310322413,3.7416573868,0.4,0.6,0.0,2,2,9,4,8,1,14,5,1,2,10,0,1,1,0,0,0
18274,0,6,1,4,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.6,0.5,0.9473647661,6,1,-1,0,1,4,1,1,0,1,84,3,0.316227766,0.7112147679999999,0.3667424164,3.3166247904,0.9,0.1,0.0,4,2,7,4,11,4,4,6,2,3,7,0,0,1,0,0,0
18275,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.2,-1.0,5,1,-1,0,-1,11,0,1,2,1,53,2,0.4472135955,0.8699173514,0.4306971093,3.1622776602,0.4,0.6,0.5,2,2,7,4,8,2,7,5,0,1,3,0,1,1,0,0,0
18277,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.3,0.4,-1.0,11,0,1,0,1,6,1,1,2,1,104,3,0.4472135955,1.1087928064,0.3640054945,3.6055512755,0.2,0.4,0.4,3,0,7,1,9,2,11,10,1,3,9,0,0,0,0,0,1
18279,0,2,1,5,0,0,0,1,0,0,0,0,0,0,0,8,0,0,1,0.0,0.4,0.6878408246,10,1,-1,0,1,0,1,1,0,1,88,3,0.4,0.788541388,0.3974921383,3.1622776602,0.3,0.9,0.4,3,1,8,5,10,2,10,6,1,1,11,0,0,0,0,1,0
18280,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.8,0.4,0.8385254916,7,1,0,0,0,1,1,1,2,1,10,2,0.316227766,0.7030482626000001,0.3248076354,3.1622776602,0.4,0.4,0.4,1,3,9,5,11,2,15,7,2,2,6,0,1,0,0,1,0
18281,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.7,0.3,0.6782329983,6,1,-1,0,0,1,1,1,0,1,74,2,0.3741657387,0.8054950739,0.3716180835,3.6055512755,0.4,0.7,0.3,1,1,10,2,10,4,9,5,2,4,3,1,0,0,0,1,0
18282,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.6,0.9287087811,11,1,-1,0,-1,0,0,1,1,1,86,3,0.4,0.9454436188,-1.0,3.3166247904,0.1,0.5,0.8,2,4,7,4,8,3,8,8,2,2,19,0,1,1,1,0,1
18283,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0.4,0.0,0.9357483636,9,1,1,0,1,11,1,1,2,1,103,1,0.316227766,0.5928813240999999,0.2887905816,3.0,0.4,0.7,0.8,1,1,8,1,10,2,8,7,0,3,7,0,1,0,1,0,1
18285,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0.2,-1.0,7,1,1,1,1,3,1,1,2,1,102,2,0.4,0.8815252559000001,0.3269556545,3.6055512755,0.7,0.0,0.5,2,1,7,2,9,2,9,5,1,1,3,0,1,1,0,1,1
18286,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,1.5,1.7869317279,11,1,1,0,1,0,1,0,2,1,104,3,0.4,1.0828394721,0.3309078422,3.7416573868,0.1,0.5,0.1,2,2,7,4,9,1,9,7,4,3,9,1,1,1,1,0,0
18289,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.4,0.9646890691,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.6961375137000001,0.3685105155,3.3166247904,0.5,0.2,0.2,2,3,9,5,7,2,10,4,2,3,6,0,1,1,0,1,0
18291,0,6,1,4,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.8,0.8,0.9781998773,0,1,-1,1,0,2,1,1,0,1,104,2,0.4472135955,1.4030905233000002,-1.0,3.4641016151,0.7,0.8,0.4,4,3,5,2,9,6,8,6,1,1,11,0,1,0,1,1,0
18293,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.5,1.0588909292,10,1,-1,0,0,10,1,0,0,1,28,2,0.3872983346,1.0861639223,0.3872983346,3.7416573868,0.4,0.2,0.0,2,1,8,4,8,0,8,6,0,1,6,1,0,0,1,0,0
18295,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.5402545696,6,1,-1,0,0,11,1,0,0,1,2,2,0.4242640687,0.9843087099,0.3466987165,3.6055512755,0.4,0.2,0.6,3,0,10,3,10,3,11,6,0,4,4,0,0,0,0,1,1
18296,0,2,3,4,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.2,0.2,-1.0,5,1,1,0,0,0,1,1,2,1,32,3,0.316227766,0.5767535246,0.2944486373,2.4494897428,0.0,0.8,0.5,3,1,8,2,11,2,7,7,4,5,7,0,1,0,1,1,0
18301,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9,0.2,0.7424621201999999,2,0,-1,0,0,14,1,1,0,1,104,2,0.4459820624000001,0.5973771875,0.4062019202,1.0,0.6,0.2,0.2,0,1,7,1,10,2,7,8,0,6,9,0,0,1,0,1,0
18302,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.2,0.6244997997999999,7,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.6747818748000001,0.3861346915,2.8284271247,0.2,0.6,0.7,1,2,9,4,10,0,6,7,1,5,7,0,1,0,0,1,0
18307,0,6,1,8,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0.0,0.7373940602,6,1,-1,0,1,1,1,0,0,1,51,2,0.4,1.0252997949,0.4017461885,3.7416573868,0.7,0.7,0.0,4,2,7,3,9,1,11,7,0,0,10,0,0,1,0,0,1
18309,0,5,1,10,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.9,1.5,1.7869317279,1,0,0,1,1,11,1,1,2,1,104,2,0.6,0.8516270281,0.4045985665,2.2360679775,0.4,0.5,0.2,4,0,7,3,8,2,11,4,3,5,6,0,0,0,0,1,0
18310,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.7,0.5,0.840758586,11,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.6614690638,0.3667424164,3.1622776602,0.5,0.5,0.4,3,2,8,3,10,2,5,4,1,2,7,0,0,1,0,1,1
18313,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.3,0.577169819,11,1,0,0,1,14,1,1,2,1,60,1,0.316227766,0.6195172741,0.3070830507,3.0,0.9,0.7,0.4,2,2,7,3,12,3,10,5,2,2,5,0,1,1,0,0,0
18318,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.8,1.3362728015,11,0,-1,1,-1,9,1,1,1,1,104,2,0.5744562647,0.955940539,0.4615192304,3.0,0.6,0.0,0.6,4,2,9,2,12,3,7,7,2,4,11,0,0,1,0,1,1
18320,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.5,0.2,0.5267826876,11,1,1,2,0,1,0,0,1,1,1,0,0.4242640687,1.0276648487,0.3468429039,3.6055512755,0.6,0.1,0.9,4,1,10,7,9,1,7,3,2,3,8,0,1,1,1,1,0
18323,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,1,0.7,0.4,0.8347903929,10,1,-1,0,0,11,1,1,0,1,103,1,0.316227766,0.6567041423,0.3583294573,3.1622776602,0.0,0.5,0.2,3,4,8,2,9,3,5,7,3,4,10,0,0,1,0,1,0
18325,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.3,0.1,-1.0,4,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.6802557856,0.3744329045000001,3.0,0.7,0.0,0.2,2,1,8,1,10,3,10,1,3,1,11,0,0,0,0,0,0
18327,0,7,1,9,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.4,0.8355387484000001,6,1,-1,0,1,15,1,1,0,1,5,2,0.4472135955,1.1692602026,0.4,3.6055512755,0.5,0.4,0.6,3,3,7,2,11,2,11,2,4,2,10,0,1,0,0,1,0
18329,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.9,0.3,0.3937003937,10,1,-1,0,0,1,1,1,0,1,52,1,0.3741657387,0.7534630791,0.3598610843,3.3166247904,0.0,0.3,0.4,3,1,10,4,8,1,8,0,1,4,12,0,1,1,0,0,0
18332,1,6,1,3,1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.8,0.4,1.326178721,10,1,-1,8,1,13,1,1,0,1,104,2,0.4472135955,1.3045731704,0.4444097209,3.6055512755,0.5,0.9,0.1,4,2,5,0,9,2,6,4,3,3,5,0,1,1,0,1,0
18333,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,0.6,1.0854146673,10,1,-1,0,0,14,1,1,0,1,29,3,0.4,0.9752727951,0.3984971769,3.6055512755,0.6,0.1,0.4,2,2,7,4,10,1,7,3,0,3,8,0,1,0,0,1,0
18335,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.0,0.6523994175,10,1,-1,0,1,1,1,1,0,1,40,2,0.3741657387,0.7386608388,0.3814446225,3.0,0.5,0.5,0.9,1,3,10,4,9,4,6,2,4,6,7,0,0,0,1,0,0
18338,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.6,0.3,0.7288689869,7,1,-1,0,-1,0,1,1,2,1,39,1,0.3160696126,0.5928290487,0.3744329045000001,2.2360679775,0.9,0.9,0.9,1,1,6,3,9,3,8,5,3,4,7,0,1,1,1,1,0
18340,0,5,2,2,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.9,1.5,1.4828182626,11,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.9217303168,0.3986226286,3.4641016151,0.2,0.6,0.0,2,2,10,3,11,2,6,3,1,3,9,0,0,0,0,0,0
18342,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0.8,0.3,0.56844085,6,1,-1,0,0,6,1,1,0,1,104,3,0.3741657387,0.6113763094,0.393192065,2.6457513111,0.4,0.9,0.5,3,2,7,3,9,4,10,9,0,2,5,0,1,1,0,1,0
18347,1,5,1,5,0,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.8392705166,7,1,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.7084933379,0.3788139385,2.6457513111,0.8,0.6,0.5,3,1,10,4,9,1,8,7,2,7,9,0,0,0,1,0,0
18349,0,0,1,5,1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0.2,0.3,-1.0,7,1,0,0,1,1,1,1,2,1,64,3,0.316227766,0.6016506221,0.3016620626,2.6457513111,0.1,0.9,0.6,4,1,9,2,10,1,8,1,0,0,6,1,1,1,0,1,0
18351,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.6,0.4,0.8287792226999999,11,1,1,0,1,11,1,1,3,1,99,2,0.316227766,0.6253924388000001,0.30331501780000003,3.0,0.4,0.4,0.0,1,1,8,2,11,2,4,1,0,5,7,0,1,1,1,0,0
18353,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.1,0.2,-1.0,11,1,0,6,1,14,1,1,2,1,104,0,0.475394573,0.7317052426,0.3872983346,2.4494897428,0.1,0.1,0.2,1,1,8,4,9,1,12,5,0,1,10,0,1,1,0,0,0
18355,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,0.8011710179000001,11,1,-1,0,-1,9,1,0,2,1,21,3,0.316227766,0.8482237152,0.3768288736,3.6055512755,0.8,0.2,0.3,4,1,6,3,10,4,14,7,1,5,7,0,0,0,1,1,0
18356,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.4,0.7648529270000001,11,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.726228654,0.3598610843,3.3166247904,0.7,0.2,0.1,0,2,9,5,7,2,8,5,1,3,5,0,1,0,0,0,0
18358,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,1.0,1.6955824958,11,0,-1,8,-1,13,1,1,2,1,20,3,0.4472135955,0.9396236278,0.4295346319,3.0,0.2,0.5,0.7,2,2,10,2,10,3,6,3,3,2,8,0,1,0,1,0,0
18359,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0.6,0.2,0.6259992013,10,1,-1,0,0,0,1,1,0,1,95,2,0.4,0.8222876776000001,0.4013726448,3.3166247904,0.7,0.5,0.1,4,1,5,0,8,1,9,2,3,5,8,0,1,1,0,0,0
18360,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.7,1.09772492,7,1,-1,0,-1,1,1,1,0,1,64,3,0.316227766,0.6493639609,0.3619392214,3.1622776602,0.3,0.1,0.8,1,3,9,3,10,1,14,7,0,2,8,0,1,1,0,0,0
18363,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.1,0.2,-1.0,9,1,-1,2,-1,11,0,1,2,1,94,0,0.3741657387,0.8361981061,0.4301162634,3.6055512755,0.0,0.3,0.0,4,1,8,2,8,2,7,4,2,1,9,0,0,1,0,1,0
18364,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.8,1.1,1.2216791723,11,1,-1,0,-1,6,1,0,0,1,27,3,0.3741657387,0.8170825948999999,0.3907684737,3.6055512755,0.6,0.1,0.6,3,3,7,2,11,2,9,5,0,2,8,0,1,1,1,0,0
18372,0,1,3,10,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.8,0.3,0.527967802,11,1,-1,0,-1,11,1,1,2,1,57,2,0.3741657387,0.7232131014000001,0.3924283374,3.3166247904,0.8,0.9,0.1,3,1,8,4,10,2,8,6,3,4,9,0,1,0,0,1,0
18373,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,0.6,1.0015612812,10,1,-1,0,1,11,1,1,0,1,103,2,0.316227766,0.7051903206999999,0.3583294573,3.4641016151,0.0,0.8,0.5,4,1,8,3,9,4,5,1,2,2,11,0,1,0,1,1,0
18374,0,5,1,11,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.9,0.5,0.884943501,11,1,1,1,1,3,1,0,2,1,45,3,0.4,0.8831480131999999,0.3096772513,3.7416573868,0.0,0.6,0.1,5,2,8,2,8,2,9,6,7,6,4,0,1,1,1,0,0
18376,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.2,0.4968651729,11,1,-1,0,-1,0,1,0,2,1,78,3,0.4,0.8943116842000001,0.3848376281000001,3.7416573868,0.3,0.1,0.9,3,3,8,2,9,2,4,7,0,3,4,0,1,1,0,0,0
18379,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.6,0.4,0.7520804478,7,1,-1,0,-1,0,1,1,2,1,66,3,0.3998749805,0.7064636644,0.3817066937,2.6457513111,0.4,0.0,0.3,2,2,10,3,9,4,7,5,1,3,14,0,0,0,1,0,0
18380,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.0,0.9,1.0012492197,7,1,-1,0,-1,6,1,1,2,1,27,3,0.3741657387,0.7081724821,0.3907684737,3.0,0.7,0.4,0.2,4,1,7,3,9,2,5,7,4,2,9,0,1,0,0,0,0
18384,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.7,0.4,0.7673004627,7,1,-1,0,-1,0,1,1,2,1,32,1,0.316227766,0.4514668471,0.3653765181000001,1.0,0.0,0.6,0.2,1,1,8,1,8,0,8,4,1,3,14,1,0,1,0,0,0
18385,0,2,1,10,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.4,0.5,1.0443299287,10,0,-1,0,1,7,1,1,0,1,96,3,0.4472135955,0.7058785043000001,0.4301162634,2.4494897428,0.8,0.6,0.1,1,4,8,2,11,3,12,9,1,3,6,0,0,0,0,0,0
18386,0,1,1,6,0,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.7,0.9260129589,11,1,-1,0,-1,0,1,1,0,1,78,3,0.4,0.8255351381999999,0.3848376281000001,3.6055512755,0.6,0.8,0.0,4,2,7,3,10,0,14,6,3,4,3,1,1,0,0,0,0
18389,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9,0.6,1.0225580668,7,1,-1,8,-1,11,1,1,2,1,24,2,0.5291502621999999,1.1156753134,0.5399073995,2.8284271247,0.3,0.3,0.6,3,3,10,5,10,0,9,3,1,2,4,0,1,0,1,1,0
18390,0,6,4,9,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.5,0.4,0.65,7,1,1,0,0,1,1,1,2,1,70,3,0.3741657387,0.8963182268000001,0.3301514804,3.6055512755,0.1,0.7,0.2,1,1,6,3,11,2,6,6,2,3,4,0,1,0,0,1,0
18391,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.4,0.0,0.454835135,7,1,-1,0,-1,0,1,1,2,1,62,3,0.4,0.7948049295,0.3826225294,2.8284271247,0.2,0.7,0.1,1,1,7,1,8,1,11,9,2,4,3,1,1,0,1,0,0
18392,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.2,0.3,-1.0,9,1,0,0,0,14,1,1,2,1,104,2,0.316227766,0.6473403947999999,-1.0,2.8284271247,0.6,0.1,0.4,2,0,7,4,8,3,9,7,2,2,6,0,1,1,1,0,0
18393,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,0.3,0.6782329983,11,1,1,0,0,14,1,0,2,1,42,2,0.4,0.8780731158,0.3313608305,3.7416573868,0.6,0.2,0.3,2,4,8,5,8,2,5,1,0,5,7,0,0,0,1,0,0
18396,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.7,0.8,1.3681648293000002,9,1,-1,0,-1,14,0,1,2,1,82,3,0.316227766,0.6784005253000001,0.3685105155,3.1622776602,0.4,0.5,0.6,2,0,6,3,7,3,6,2,2,3,9,0,0,0,0,0,0
18397,0,7,1,8,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.7,0.5,0.7031180555,11,1,1,0,1,1,1,1,2,1,38,3,0.316227766,0.6991139611,0.299165506,3.3166247904,0.7,0.4,0.8,1,1,10,1,8,1,8,8,2,5,13,0,0,1,0,0,0
18398,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.9,1.1011357773,7,0,-1,0,-1,14,1,1,1,1,8,3,0.4,1.0264578425,-1.0,3.7416573868,0.5,0.7,0.2,2,3,8,3,11,1,6,7,0,5,7,0,0,1,1,0,0
18399,0,1,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9,0.4,1.1404494728,11,1,1,9,0,17,1,0,2,1,104,3,0.4472135955,1.3609063581999998,0.3780211634,3.4641016151,0.3,0.5,0.2,2,3,8,3,9,2,7,5,1,2,6,0,0,1,1,0,0
18400,0,3,1,6,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.3,0.7842193570999999,11,1,-1,0,-1,11,1,1,2,1,11,2,0.316227766,0.7073258919,0.3687817783,3.6055512755,0.6,0.1,0.6,3,2,8,2,10,2,12,5,1,4,3,0,1,0,0,0,0
18408,0,5,2,0,0,6,0,0,0,1,0,0,0,0,0,6,1,0,0,0.3,0.3,-1.0,10,1,-1,2,1,1,1,1,0,1,1,0,0.4242640687,0.9217415245,0.4189272013000001,3.3166247904,0.3,0.8,0.7,1,2,8,2,12,3,3,5,1,2,8,0,1,1,0,1,0
18409,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.1,0.2,-1.0,7,1,0,2,1,0,1,1,2,1,100,0,0.4,0.8162603701000001,0.3193743885,3.7416573868,0.9,0.5,0.5,3,3,10,3,11,5,6,3,1,3,5,0,1,1,0,0,0
18411,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.2,0.562361094,7,1,-1,0,-1,14,1,1,0,1,68,3,0.4,0.9195646652,0.4074309757,3.3166247904,0.3,0.8,0.1,3,2,7,3,8,3,7,10,1,3,4,0,0,1,1,0,0
18412,0,4,1,3,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.4,0.0,1.0735455277,11,0,-1,0,-1,11,1,1,2,1,30,3,0.4472135955,0.9119160647,0.4477722635,3.1622776602,0.3,0.8,0.6,3,2,9,4,8,3,3,8,0,5,15,0,1,0,0,0,1
18413,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.4,-1.0,6,1,-1,0,1,14,1,1,0,1,104,1,0.3160696126,0.4427795377000001,0.3556683849,0.0,0.4,0.7,0.2,2,4,9,4,11,5,6,5,2,2,13,0,0,1,0,0,1
18415,0,5,2,6,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.2,1.3152946438,11,1,-1,0,-1,9,1,0,2,1,93,3,0.4,0.9255108038,0.3834057903,3.7416573868,0.5,0.8,0.6,0,2,7,3,7,3,8,7,0,4,17,0,1,1,0,1,0
18416,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.5,0.7088723439,7,0,-1,0,-1,7,1,1,2,1,104,2,0.4472135955,1.0585152552,0.4254409477,3.3166247904,0.7,0.7,0.1,3,3,5,2,11,4,6,6,0,7,7,0,1,1,1,1,1
18420,0,2,1,8,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.0,1.6,1.559647396,10,0,-1,8,1,13,1,1,0,1,20,3,0.4472135955,0.872075988,0.4295346319,2.6457513111,0.3,0.0,0.5,2,1,8,6,9,0,12,3,0,3,4,1,1,1,0,1,0
18421,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0.9,0.3,0.6832825184,11,0,1,0,1,11,1,0,2,1,2,3,0.4242640687,1.0873996581,-1.0,3.6055512755,0.5,0.4,0.0,1,2,8,5,9,1,3,8,1,3,7,0,0,1,1,1,1
18424,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,1.3804437691999998,7,1,-1,2,-1,1,0,1,2,1,104,0,0.3605551275,0.6917907055,0.4024922359000001,3.1622776602,0.8,0.3,0.3,2,1,9,5,8,1,6,4,0,2,2,0,1,1,0,0,1
18427,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.6,1.2,1.4328729881,10,0,-1,0,1,10,1,1,0,1,83,2,0.4242640687,0.9043855501,0.3964845520000001,2.6457513111,0.5,0.5,0.5,2,1,8,5,10,3,15,8,2,2,10,1,0,1,0,1,0
18428,0,0,1,5,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0.8,0.1,0.4493050189,11,1,0,2,0,1,1,1,1,1,1,0,0.4242640687,0.9401072561,0.3468429039,3.4641016151,0.0,0.2,0.4,5,3,5,4,8,2,11,6,1,7,12,0,1,0,0,1,0
18430,0,5,1,7,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.8,0.9,1.0559356041,11,0,1,0,0,10,1,0,2,1,55,2,0.4472135955,1.2095949052,0.359722115,3.7416573868,0.9,0.6,0.7,3,1,8,4,9,2,0,4,1,5,6,0,0,0,1,1,0
18436,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.8,1.2,1.3299436078,9,1,1,0,1,0,1,0,2,1,78,3,0.4,0.8844851890000001,0.3287856445,3.6055512755,0.5,0.5,0.8,4,3,10,1,10,2,10,8,0,3,9,0,0,1,0,0,0
18439,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.7,0.4,-1.0,11,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.6196506614,0.30331501780000003,2.8284271247,0.8,0.2,0.1,4,2,8,1,11,4,2,2,1,1,14,0,0,1,0,1,0
18442,0,2,2,2,1,3,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1.2,1.9847858827,11,1,-1,8,-1,13,1,1,0,1,20,3,0.4472135955,1.066197383,0.4295346319,3.3166247904,0.3,0.6,0.8,3,4,7,1,7,1,7,3,2,0,7,0,1,0,1,1,0
18444,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0.7,0.3,0.5494315244,11,1,1,0,0,1,1,1,2,1,25,3,0.3741657387,0.8219892471,-1.0,3.6055512755,0.1,0.9,0.7,4,2,7,2,8,1,8,5,1,2,7,0,0,1,1,0,1
18447,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.7,0.6,0.9347459548,4,1,-1,0,0,1,0,1,0,1,65,1,0.316227766,0.5457953481000001,0.3507135583,2.4494897428,0.5,0.9,0.3,3,3,9,0,9,2,5,4,0,2,9,0,1,1,0,0,0
